,RunId,iteration,Step,schedule_type,cooperadores_iniciais,Cooperating_Agents,Maior_Score_Agentes,Menor_Score_Agentes,Diferenca_Score_Agentes
1497,1497,68,100,Random,250,2394,800.0,307.8871609811817,492.1128390188183
1498,1498,68,100,Random,500,2491,798.6884681583476,272.2909384307505,526.3975297275972
1499,1499,68,100,Random,750,2460,800.0,412.08264797028505,387.91735202971495
1500,1500,68,100,Random,1000,0,53.18526440879382,0.0,53.18526440879382
1501,1501,68,100,Random,1250,2416,799.0,153.54007196007132,645.4599280399286
1502,1502,68,100,Random,1500,0,43.509082232849565,0.0,43.509082232849565
1503,1503,68,100,Random,1750,2437,801.5151378728194,259.8688256725514,541.6463122002681
1504,1504,68,100,Random,2000,0,52.814276689807,0.0,52.814276689807
1505,1505,68,100,Random,2250,0,103.43449940582295,0.0,103.43449940582295
1506,1506,68,100,Random,2500,2500,800.0,800.0,0.0
1507,1507,68,100,Simultaneous,0,0,0.0,0.0,0.0
1508,1508,68,100,Simultaneous,250,0,11.168627450980393,0.0,11.168627450980393
1509,1509,68,100,Simultaneous,500,11,728.0,0.0,728.0
1510,1510,68,100,Simultaneous,750,0,112.64476508934835,0.0,112.64476508934835
1511,1511,68,100,Simultaneous,1000,0,168.16363636363636,0.0,168.16363636363636
1512,1512,68,100,Simultaneous,1250,1615,798.0,0.0,798.0
1513,1513,68,100,Simultaneous,1500,2092,798.0,52.46434125655287,745.5356587434471
1514,1514,68,100,Simultaneous,1750,2080,800.0,114.41220610263706,685.587793897363
1515,1515,68,100,Simultaneous,2000,2062,800.0,39.954942242512274,760.0450577574877
1516,1516,68,100,Simultaneous,2250,2051,800.0,166.51515112900455,633.4848488709954
1517,1517,68,100,Simultaneous,2500,2500,800.0,800.0,0.0
1518,1518,69,100,Random,0,0,0.0,0.0,0.0
1519,1519,69,100,Random,250,2493,799.0,399.7476620254094,399.2523379745906
1520,1520,69,100,Random,500,2405,800.0,201.29421106660254,598.7057889333975
1521,1521,69,100,Random,750,2439,800.0,274.58176572810015,525.4182342718998
1522,1522,69,100,Random,1000,2468,800.7185185185185,350.743828182077,449.97469033644154
1523,1523,69,100,Random,1250,0,52.87917060025592,0.0,52.87917060025592
1524,1524,69,100,Random,1500,2500,800.0,549.3185974299128,250.68140257008724
1525,1525,69,100,Random,1750,2480,800.6774083546462,301.74111891867716,498.93628943596906
1526,1526,69,100,Random,2000,0,52.72747756864332,0.0,52.72747756864332
1527,1527,69,100,Random,2250,0,39.640033438067505,0.0,39.640033438067505
1528,1528,69,100,Random,2500,2500,800.0,800.0,0.0
1529,1529,69,100,Simultaneous,0,0,0.0,0.0,0.0
1530,1530,69,100,Simultaneous,250,0,7.499656357388315,0.0,7.499656357388315
1531,1531,69,100,Simultaneous,500,0,10.500562851782364,0.0,10.500562851782364
1532,1532,69,100,Simultaneous,750,2231,799.0,51.04753841452254,747.9524615854774
1533,1533,69,100,Simultaneous,1000,52,796.0,0.0,796.0
1534,1534,69,100,Simultaneous,1250,2112,800.0,22.127893858028227,777.8721061419718
1535,1535,69,100,Simultaneous,1500,23,797.0274565588821,1.0,796.0274565588821
1536,1536,69,100,Simultaneous,1750,2133,800.0,84.34286718190141,715.6571328180986
1537,1537,69,100,Simultaneous,2000,2050,800.0,61.152860203998074,738.8471397960019
1538,1538,69,100,Simultaneous,2250,1852,800.0,41.66784973038814,758.3321502696118
1539,1539,69,100,Simultaneous,2500,2500,800.0,800.0,0.0
1540,1540,70,100,Random,0,0,0.0,0.0,0.0
1541,1541,70,100,Random,250,2468,800.0,324.92633131829496,475.07366868170504
1542,1542,70,100,Random,500,2441,797.0,355.1123529746604,441.8876470253396
1543,1543,70,100,Random,750,2434,799.0,348.5316436129219,450.4683563870781
1544,1544,70,100,Random,1000,2430,796.0,258.1729697282211,537.8270302717789
1545,1545,70,100,Random,1250,2454,800.0,310.182330311226,489.817669688774
1546,1546,70,100,Random,1500,0,67.02422057492183,0.0,67.02422057492183
1547,1547,70,100,Random,1750,0,28.97345331833521,0.0,28.97345331833521
1548,1548,70,100,Random,2000,0,43.618453188602444,0.0,43.618453188602444
1549,1549,70,100,Random,2250,0,67.83491480118896,0.0,67.83491480118896
1550,1550,70,100,Random,2500,2500,800.0,800.0,0.0
1551,1551,70,100,Simultaneous,0,0,0.0,0.0,0.0
1552,1552,70,100,Simultaneous,250,0,11.272473867595817,0.0,11.272473867595817
1553,1553,70,100,Simultaneous,500,0,10.46021505376344,0.0,10.46021505376344
1554,1554,70,100,Simultaneous,750,0,11.891358024691359,0.0,11.891358024691359
1555,1555,70,100,Simultaneous,1000,15,686.3756571561509,0.0,686.3756571561509
1556,1556,70,100,Simultaneous,1250,2104,800.0,14.489217842068971,785.510782157931
1557,1557,70,100,Simultaneous,1500,2068,800.0,3.0,797.0
1558,1558,70,100,Simultaneous,1750,2147,799.0,57.43755528644078,741.5624447135592
1559,1559,70,100,Simultaneous,2000,2011,800.0,55.02928502698829,744.9707149730117
1560,1560,70,100,Simultaneous,2250,1948,800.0,39.881417654983665,760.1185823450163
1561,1561,70,100,Simultaneous,2500,2500,800.0,800.0,0.0
1562,1562,71,100,Random,0,0,0.0,0.0,0.0
1563,1563,71,100,Random,250,2454,800.0,83.14173569818516,716.8582643018149
1564,1564,71,100,Random,500,2462,800.0,369.1124462535092,430.8875537464908
1565,1565,71,100,Random,750,2481,799.0,397.4061855670103,401.5938144329897
1566,1566,71,100,Random,1000,2404,800.0,203.54455571715428,596.4554442828457
1567,1567,71,100,Random,1250,2463,800.0,290.1832721083687,509.8167278916313
1568,1568,71,100,Random,1500,0,34.37952755905512,0.0,34.37952755905512
1569,1569,71,100,Random,1750,0,39.25798893388149,0.0,39.25798893388149
1570,1570,71,100,Random,2000,0,56.23256398125604,0.0,56.23256398125604
1571,1571,71,100,Random,2250,0,46.58736176935229,0.0,46.58736176935229
1572,1572,71,100,Random,2500,2500,800.0,800.0,0.0
1573,1573,71,100,Simultaneous,0,0,0.0,0.0,0.0
1574,1574,71,100,Simultaneous,250,0,11.14340836012862,0.0,11.14340836012862
1575,1575,71,100,Simultaneous,500,27,798.0,0.0,798.0
1576,1576,71,100,Simultaneous,750,2109,798.0,5.099625468164795,792.9003745318352
1577,1577,71,100,Simultaneous,1000,2173,798.0,16.73108812928805,781.2689118707119
1578,1578,71,100,Simultaneous,1250,178,800.0,0.0,800.0
1579,1579,71,100,Simultaneous,1500,28,797.0,0.0,797.0
1580,1580,71,100,Simultaneous,1750,2141,800.0,134.08812912197882,665.9118708780212
1581,1581,71,100,Simultaneous,2000,2101,800.0,82.25229717438162,717.7477028256184
1582,1582,71,100,Simultaneous,2250,1968,800.0,26.244045755815083,773.7559542441849
1583,1583,71,100,Simultaneous,2500,2500,800.0,800.0,0.0
1584,1584,72,100,Random,0,0,0.0,0.0,0.0
1585,1585,72,100,Random,250,2451,800.0,402.67312072959885,397.32687927040115
1586,1586,72,100,Random,500,2432,799.0,305.1057292222112,493.8942707777888
1587,1587,72,100,Random,750,2454,800.0,158.24423500093985,641.7557649990601
1588,1588,72,100,Random,1000,0,60.24875695757746,0.0,60.24875695757746
1589,1589,72,100,Random,1250,2466,800.0,244.8341435204111,555.1658564795889
1590,1590,72,100,Random,1500,0,33.4319503625626,0.0,33.4319503625626
1591,1591,72,100,Random,1750,0,31.024960273270946,0.0,31.024960273270946
1592,1592,72,100,Random,2000,2398,799.0,257.26766919784757,541.7323308021524
1593,1593,72,100,Random,2250,0,34.270628068393435,0.0,34.270628068393435
1594,1594,72,100,Random,2500,2500,800.0,800.0,0.0
1595,1595,72,100,Simultaneous,0,0,0.0,0.0,0.0
1596,1596,72,100,Simultaneous,250,0,11.153398058252428,0.0,11.153398058252428
1597,1597,72,100,Simultaneous,500,0,90.93793103448276,0.0,90.93793103448276
1598,1598,72,100,Simultaneous,750,1559,798.0,0.0,798.0
1599,1599,72,100,Simultaneous,1000,79,799.0,0.0,799.0
1600,1600,72,100,Simultaneous,1250,1842,797.0,8.076240125886699,788.9237598741133
1601,1601,72,100,Simultaneous,1500,2099,798.0,21.78234141308317,776.2176585869169
1602,1602,72,100,Simultaneous,1750,2081,800.0,107.8009127860358,692.1990872139642
1603,1603,72,100,Simultaneous,2000,2018,800.0,172.4318271611469,627.5681728388531
1604,1604,72,100,Simultaneous,2250,1999,800.0,202.4276835129881,597.5723164870119
1605,1605,72,100,Simultaneous,2500,2500,800.0,800.0,0.0
1606,1606,73,100,Random,0,0,0.0,0.0,0.0
1607,1607,73,100,Random,250,2475,798.3888888888889,380.04381404532967,418.34507484355925
1608,1608,73,100,Random,500,2473,800.0,337.4971897996097,462.5028102003903
1609,1609,73,100,Random,750,2439,798.0,387.55254435903487,410.44745564096513
1610,1610,73,100,Random,1000,0,42.575,0.0,42.575
1611,1611,73,100,Random,1250,2435,800.0,252.5451247564193,547.4548752435807
1612,1612,73,100,Random,1500,0,74.6554741037085,0.0,74.6554741037085
1613,1613,73,100,Random,1750,2416,800.0,312.69269885153784,487.30730114846216
1614,1614,73,100,Random,2000,0,41.453658536585365,0.0,41.453658536585365
1615,1615,73,100,Random,2250,0,45.94488325338357,0.0,45.94488325338357
1616,1616,73,100,Random,2500,2500,800.0,800.0,0.0
1617,1617,73,100,Simultaneous,0,0,0.0,0.0,0.0
1618,1618,73,100,Simultaneous,250,0,7.555234657039712,0.0,7.555234657039712
1619,1619,73,100,Simultaneous,500,11,675.0,0.0,675.0
1620,1620,73,100,Simultaneous,750,0,11.93490813648294,0.0,11.93490813648294
1621,1621,73,100,Simultaneous,1000,30,800.0,0.0,800.0
1622,1622,73,100,Simultaneous,1250,20,781.643161094225,0.0,781.643161094225
1623,1623,73,100,Simultaneous,1500,2098,800.0,18.220421307887687,781.7795786921123
1624,1624,73,100,Simultaneous,1750,2074,799.0,146.6644540109784,652.3355459890216
1625,1625,73,100,Simultaneous,2000,2076,800.0,47.28162039198568,752.7183796080143
1626,1626,73,100,Simultaneous,2250,1977,800.0,37.18304869422009,762.8169513057799
1627,1627,73,100,Simultaneous,2500,2500,800.0,800.0,0.0
1628,1628,74,100,Random,0,0,0.0,0.0,0.0
1629,1629,74,100,Random,250,2448,800.0,362.6373079188739,437.3626920811261
1630,1630,74,100,Random,500,0,34.48166172754936,0.0,34.48166172754936
1631,1631,74,100,Random,750,0,54.91131221719456,0.0,54.91131221719456
1632,1632,74,100,Random,1000,2425,798.0,301.0013042478399,496.9986957521601
1633,1633,74,100,Random,1250,2432,800.0,218.39721579437546,581.6027842056245
1634,1634,74,100,Random,1500,2460,799.0,189.19733499782689,609.8026650021732
1635,1635,74,100,Random,1750,0,42.015985659036126,0.0,42.015985659036126
1636,1636,74,100,Random,2000,2404,798.4757262432299,271.398050909971,527.0776753332589
1637,1637,74,100,Random,2250,0,34.096419187748666,0.0,34.096419187748666
1638,1638,74,100,Random,2500,2500,800.0,800.0,0.0
1639,1639,74,100,Simultaneous,0,0,0.0,0.0,0.0
1640,1640,74,100,Simultaneous,250,18,692.0422873782574,0.0,692.0422873782574
1641,1641,74,100,Simultaneous,500,0,12.248689138576779,0.0,12.248689138576779
1642,1642,74,100,Simultaneous,750,35,566.0,0.0,566.0
1643,1643,74,100,Simultaneous,1000,2028,799.0,1.0,798.0
1644,1644,74,100,Simultaneous,1250,0,177.91186440677967,0.0,177.91186440677967
1645,1645,74,100,Simultaneous,1500,53,797.0,0.0,797.0
1646,1646,74,100,Simultaneous,1750,2191,800.0,146.21766421024176,653.7823357897582
1647,1647,74,100,Simultaneous,2000,2124,800.0,45.557161904445486,754.4428380955545
1648,1648,74,100,Simultaneous,2250,1936,800.0,95.4097773589824,704.5902226410176
1649,1649,74,100,Simultaneous,2500,2500,800.0,800.0,0.0
1650,1650,75,100,Random,0,0,0.0,0.0,0.0
1651,1651,75,100,Random,250,2444,800.0,315.21887973898816,484.78112026101184
1652,1652,75,100,Random,500,2485,798.0,370.99960428872623,427.00039571127377
1653,1653,75,100,Random,750,2476,800.0,353.4287161989407,446.5712838010593
1654,1654,75,100,Random,1000,2463,800.0,242.66948909210595,557.330510907894
1655,1655,75,100,Random,1250,2425,800.6291187739464,318.52753331745396,482.10158545649244
1656,1656,75,100,Random,1500,2411,763.9088803088803,145.94633186082584,617.9625484480545
1657,1657,75,100,Random,1750,2463,800.0,276.8922112584321,523.1077887415679
1658,1658,75,100,Random,2000,2460,793.0,290.67110705197433,502.32889294802567
1659,1659,75,100,Random,2250,0,47.52592592592592,0.0,47.52592592592592
1660,1660,75,100,Random,2500,2500,800.0,800.0,0.0
1661,1661,75,100,Simultaneous,0,0,0.0,0.0,0.0
1662,1662,75,100,Simultaneous,250,0,11.19468438538206,0.0,11.19468438538206
1663,1663,75,100,Simultaneous,500,0,10.502255639097745,0.0,10.502255639097745
1664,1664,75,100,Simultaneous,750,90,800.0,0.0,800.0
1665,1665,75,100,Simultaneous,1000,22,800.0,0.0,800.0
1666,1666,75,100,Simultaneous,1250,2119,797.0,6.308419584526169,790.6915804154738
1667,1667,75,100,Simultaneous,1500,2038,799.0,12.934060336391676,786.0659396636083
1668,1668,75,100,Simultaneous,1750,2144,800.0,94.8500892261219,705.1499107738781
1669,1669,75,100,Simultaneous,2000,2031,800.0,189.50154157765624,610.4984584223438
1670,1670,75,100,Simultaneous,2250,1902,800.0,21.954718835351663,778.0452811646484
1671,1671,75,100,Simultaneous,2500,2500,800.0,800.0,0.0
1672,1672,76,100,Random,0,0,0.0,0.0,0.0
1673,1673,76,100,Random,250,2478,800.0,400.50417002128285,399.49582997871715
1674,1674,76,100,Random,500,2477,797.0,398.13411491315924,398.86588508684076
1675,1675,76,100,Random,750,2434,797.0,252.11530222528492,544.884697774715
1676,1676,76,100,Random,1000,2480,799.0,291.1595925995431,507.8404074004569
1677,1677,76,100,Random,1250,2469,797.0,248.68316334792613,548.3168366520739
1678,1678,76,100,Random,1500,2417,800.5750837240455,310.5463611707455,490.0287225533
1679,1679,76,100,Random,1750,0,52.659428102058634,0.0,52.659428102058634
1680,1680,76,100,Random,2000,0,29.822941569183413,0.0,29.822941569183413
1681,1681,76,100,Random,2250,0,42.147751562123375,0.0,42.147751562123375
1682,1682,76,100,Random,2500,2500,800.0,800.0,0.0
1683,1683,76,100,Simultaneous,0,0,0.0,0.0,0.0
1684,1684,76,100,Simultaneous,250,0,9.30718954248366,0.0,9.30718954248366
1685,1685,76,100,Simultaneous,500,0,10.50566037735849,0.0,10.50566037735849
1686,1686,76,100,Simultaneous,750,30,800.0,0.0,800.0
1687,1687,76,100,Simultaneous,1000,27,800.0,0.0,800.0
1688,1688,76,100,Simultaneous,1250,0,28.121877071273914,0.0,28.121877071273914
1689,1689,76,100,Simultaneous,1500,153,797.0,1.0,796.0
1690,1690,76,100,Simultaneous,1750,2146,798.0,139.6998563566761,658.300143643324
1691,1691,76,100,Simultaneous,2000,1986,800.0,48.73860631279638,751.2613936872036
1692,1692,76,100,Simultaneous,2250,1867,800.0,76.02426487152192,723.975735128478
1693,1693,76,100,Simultaneous,2500,2500,800.0,800.0,0.0
1694,1694,77,100,Random,0,0,0.0,0.0,0.0
1695,1695,77,100,Random,250,2479,800.0,378.5378575865827,421.4621424134173
1696,1696,77,100,Random,500,2447,800.0,354.9329366063311,445.0670633936689
1697,1697,77,100,Random,750,2465,799.0,354.25532503409835,444.74467496590165
1698,1698,77,100,Random,1000,2471,800.736398467433,310.0119576802567,490.72444078717626
1699,1699,77,100,Random,1250,0,56.8806357822539,0.0,56.8806357822539
1700,1700,77,100,Random,1500,0,56.03794369645043,0.0,56.03794369645043
1701,1701,77,100,Random,1750,0,47.7694487595914,0.0,47.7694487595914
1702,1702,77,100,Random,2000,2443,800.0,290.8603395944048,509.1396604055952
1703,1703,77,100,Random,2250,0,43.549051490514906,0.0,43.549051490514906
1704,1704,77,100,Random,2500,2500,800.0,800.0,0.0
1705,1705,77,100,Simultaneous,0,0,0.0,0.0,0.0
1706,1706,77,100,Simultaneous,250,0,11.189403973509936,0.0,11.189403973509936
1707,1707,77,100,Simultaneous,500,0,90.90517124879766,0.0,90.90517124879766
1708,1708,77,100,Simultaneous,750,0,43.56371625863152,0.0,43.56371625863152
1709,1709,77,100,Simultaneous,1000,12,653.0570196560741,0.0,653.0570196560741
1710,1710,77,100,Simultaneous,1250,2108,798.0,70.88588573011849,727.1141142698815
1711,1711,77,100,Simultaneous,1500,2125,798.0,150.7792098706206,647.2207901293793
1712,1712,77,100,Simultaneous,1750,2121,800.0,68.056613111594,731.9433868884059
1713,1713,77,100,Simultaneous,2000,2108,800.0,37.018901500710385,762.9810984992896
1714,1714,77,100,Simultaneous,2250,1945,800.0,97.13923532489139,702.8607646751086
1715,1715,77,100,Simultaneous,2500,2500,800.0,800.0,0.0
1716,1716,78,100,Random,0,0,0.0,0.0,0.0
1717,1717,78,100,Random,250,2449,799.0,291.1652906454773,507.8347093545227
1718,1718,78,100,Random,500,2443,800.0,338.584441664236,461.415558335764
1719,1719,78,100,Random,750,2481,800.0,366.70416666666665,433.29583333333335
1720,1720,78,100,Random,1000,2472,798.0,289.3242627484421,508.6757372515579
1721,1721,78,100,Random,1250,2465,799.0,363.00109477225567,435.99890522774433
1722,1722,78,100,Random,1500,2461,798.0,356.6673999796302,441.3326000203698
1723,1723,78,100,Random,1750,2431,799.0,292.5023892510462,506.4976107489538
1724,1724,78,100,Random,2000,0,120.39603746837172,0.0,120.39603746837172
1725,1725,78,100,Random,2250,0,46.044421258476646,0.0,46.044421258476646
1726,1726,78,100,Random,2500,2500,800.0,800.0,0.0
1727,1727,78,100,Simultaneous,0,0,0.0,0.0,0.0
1728,1728,78,100,Simultaneous,250,0,9.290322580645164,0.0,9.290322580645164
1729,1729,78,100,Simultaneous,500,0,59.067905499811914,0.0,59.067905499811914
1730,1730,78,100,Simultaneous,750,0,320.6387096774194,0.0,320.6387096774194
1731,1731,78,100,Simultaneous,1000,29,798.0,0.0,798.0
1732,1732,78,100,Simultaneous,1250,0,466.8992180367563,0.0,466.8992180367563
1733,1733,78,100,Simultaneous,1500,27,796.0,0.0,796.0
1734,1734,78,100,Simultaneous,1750,2079,799.0,40.767921902244936,758.2320780977551
1735,1735,78,100,Simultaneous,2000,2018,800.0,68.638042345525,731.361957654475
1736,1736,78,100,Simultaneous,2250,1930,800.0,48.56017414264953,751.4398258573505
1737,1737,78,100,Simultaneous,2500,2500,800.0,800.0,0.0
1738,1738,79,100,Random,0,0,0.0,0.0,0.0
1739,1739,79,100,Random,250,2457,800.0,393.89807508150506,406.10192491849494
1740,1740,79,100,Random,500,2455,798.0,385.7571308619352,412.2428691380648
1741,1741,79,100,Random,750,2484,800.0,300.4231247132628,499.5768752867372
1742,1742,79,100,Random,1000,2465,800.0,222.90590533774431,577.0940946622557
1743,1743,79,100,Random,1250,2457,799.0,325.29084669549184,473.70915330450816
1744,1744,79,100,Random,1500,2439,800.0,185.9567142879422,614.0432857120578
1745,1745,79,100,Random,1750,0,40.696284197631684,0.0,40.696284197631684
1746,1746,79,100,Random,2000,0,48.543965940032365,0.0,48.543965940032365
1747,1747,79,100,Random,2250,0,56.66270514997171,0.0,56.66270514997171
1748,1748,79,100,Random,2500,2500,800.0,800.0,0.0
1749,1749,79,100,Simultaneous,0,0,0.0,0.0,0.0
1750,1750,79,100,Simultaneous,250,0,11.278321678321678,0.0,11.278321678321678
1751,1751,79,100,Simultaneous,500,0,87.4074074074074,0.0,87.4074074074074
1752,1752,79,100,Simultaneous,750,0,171.86666666666667,0.0,171.86666666666667
1753,1753,79,100,Simultaneous,1000,24,798.0,0.0,798.0
1754,1754,79,100,Simultaneous,1250,2118,799.0,19.608621478885173,779.3913785211148
1755,1755,79,100,Simultaneous,1500,2168,797.0,70.09891098671727,726.9010890132827
1756,1756,79,100,Simultaneous,1750,2115,800.0,48.59894692846004,751.40105307154
1757,1757,79,100,Simultaneous,2000,2122,800.0,105.44983969018861,694.5501603098114
1758,1758,79,100,Simultaneous,2250,1943,800.0,9.05519957179997,790.9448004282
1759,1759,79,100,Simultaneous,2500,2500,800.0,800.0,0.0
1760,1760,80,100,Random,0,0,0.0,0.0,0.0
1761,1761,80,100,Random,250,2462,800.0,240.4726821404481,559.5273178595519
1762,1762,80,100,Random,500,2461,800.0,373.0508362614284,426.9491637385716
1763,1763,80,100,Random,750,2429,800.0,191.61612944553391,608.3838705544661
1764,1764,80,100,Random,1000,2417,799.0,155.69347780127563,643.3065221987243
1765,1765,80,100,Random,1250,2433,797.0,236.8152310663301,560.1847689336698
1766,1766,80,100,Random,1500,2455,795.0,220.1612965106463,574.8387034893537
1767,1767,80,100,Random,1750,0,48.9389753453401,0.0,48.9389753453401
1768,1768,80,100,Random,2000,0,42.83570118791357,0.0,42.83570118791357
1769,1769,80,100,Random,2250,0,60.39657640834111,0.0,60.39657640834111
1770,1770,80,100,Random,2500,2500,800.0,800.0,0.0
1771,1771,80,100,Simultaneous,0,0,0.0,0.0,0.0
1772,1772,80,100,Simultaneous,250,0,11.138461538461538,0.0,11.138461538461538
1773,1773,80,100,Simultaneous,500,0,10.503954802259885,0.0,10.503954802259885
1774,1774,80,100,Simultaneous,750,33,800.0,0.0,800.0
1775,1775,80,100,Simultaneous,1000,52,797.0,0.0,797.0
1776,1776,80,100,Simultaneous,1250,0,34.9726894790649,0.0,34.9726894790649
1777,1777,80,100,Simultaneous,1500,2177,800.0,33.01175454186943,766.9882454581306
1778,1778,80,100,Simultaneous,1750,2186,800.0,11.932669983416252,788.0673300165837
1779,1779,80,100,Simultaneous,2000,2006,800.0,126.43884086206018,673.5611591379399
1780,1780,80,100,Simultaneous,2250,1960,800.0,123.07508923471856,676.9249107652814
1781,1781,80,100,Simultaneous,2500,2500,800.0,800.0,0.0
1782,1782,81,100,Random,0,0,0.0,0.0,0.0
1783,1783,81,100,Random,250,2470,798.0,323.6532727520011,474.3467272479989
1784,1784,81,100,Random,500,2481,800.0,441.5788348409588,358.4211651590412
1785,1785,81,100,Random,750,2416,799.0,125.06622387683889,673.9337761231611
1786,1786,81,100,Random,1000,2485,798.0,371.89658234549233,426.10341765450767
1787,1787,81,100,Random,1250,2487,800.6271548436308,310.9007481758807,489.7264066677501
1788,1788,81,100,Random,1500,2463,799.0,262.1919834343027,536.8080165656972
1789,1789,81,100,Random,1750,2461,800.0,349.6697931011671,450.3302068988329
1790,1790,81,100,Random,2000,0,57.38390535800261,0.0,57.38390535800261
1791,1791,81,100,Random,2250,0,69.09159450231417,0.0,69.09159450231417
1792,1792,81,100,Random,2500,2500,800.0,800.0,0.0
1793,1793,81,100,Simultaneous,0,0,0.0,0.0,0.0
1794,1794,81,100,Simultaneous,250,2257,741.7974162567702,40.25349354717045,701.5439227095998
1795,1795,81,100,Simultaneous,500,0,73.30495181123298,0.0,73.30495181123298
1796,1796,81,100,Simultaneous,750,0,56.97598893913245,0.0,56.97598893913245
1797,1797,81,100,Simultaneous,1000,0,143.01052631578946,0.0,143.01052631578946
1798,1798,81,100,Simultaneous,1250,2130,799.0,99.52863814123525,699.4713618587648
1799,1799,81,100,Simultaneous,1500,2161,798.0,64.86242006741297,733.1375799325871
1800,1800,81,100,Simultaneous,1750,2092,800.0,123.98145890824655,676.0185410917535
1801,1801,81,100,Simultaneous,2000,2079,800.0,63.07443192095857,736.9255680790415
1802,1802,81,100,Simultaneous,2250,1942,800.0,61.97281328734151,738.0271867126585
1803,1803,81,100,Simultaneous,2500,2500,800.0,800.0,0.0
1804,1804,82,100,Random,0,0,0.0,0.0,0.0
1805,1805,82,100,Random,250,2500,799.0,602.8538892229318,196.1461107770682
1806,1806,82,100,Random,500,2431,800.0,320.8319816071736,479.1680183928264
1807,1807,82,100,Random,750,2485,799.0,327.68488352473213,471.31511647526787
1808,1808,82,100,Random,1000,0,30.722327640733713,0.0,30.722327640733713
1809,1809,82,100,Random,1250,2414,800.0,231.48492955792418,568.5150704420759
1810,1810,82,100,Random,1500,2460,800.0,227.21825603884423,572.7817439611558
1811,1811,82,100,Random,1750,2453,801.5046789989119,210.71616402233235,590.7885149765796
1812,1812,82,100,Random,2000,0,46.21984681984682,0.0,46.21984681984682
1813,1813,82,100,Random,2250,2477,796.2857142857142,321.95286963219553,474.3328446535187
1814,1814,82,100,Random,2500,2500,800.0,800.0,0.0
1815,1815,82,100,Simultaneous,0,0,0.0,0.0,0.0
1816,1816,82,100,Simultaneous,250,0,7.466666666666668,0.0,7.466666666666668
1817,1817,82,100,Simultaneous,500,0,10.454092526690392,0.0,10.454092526690392
1818,1818,82,100,Simultaneous,750,0,59.38204898124385,0.0,59.38204898124385
1819,1819,82,100,Simultaneous,1000,0,117.1891544638782,0.0,117.1891544638782
1820,1820,82,100,Simultaneous,1250,2076,798.0,55.2213709245891,742.7786290754109
1821,1821,82,100,Simultaneous,1500,2066,800.0,5.0,795.0
1822,1822,82,100,Simultaneous,1750,2148,800.0,147.56481125827364,652.4351887417264
1823,1823,82,100,Simultaneous,2000,2102,800.0,229.13183218232166,570.8681678176783
1824,1824,82,100,Simultaneous,2250,2034,800.0,135.4979189570191,664.5020810429809
1825,1825,82,100,Simultaneous,2500,2500,800.0,800.0,0.0
1826,1826,83,100,Random,0,0,0.0,0.0,0.0
1827,1827,83,100,Random,250,2397,800.0,330.8599508015015,469.1400491984985
1828,1828,83,100,Random,500,2487,800.0,386.6057451625287,413.3942548374713
1829,1829,83,100,Random,750,2493,800.0,426.36355183429595,373.63644816570405
1830,1830,83,100,Random,1000,2454,797.0224281742354,260.4582854334571,536.5641427407784
1831,1831,83,100,Random,1250,2427,799.0,130.46400465190493,668.5359953480951
1832,1832,83,100,Random,1500,0,41.94505494505495,0.0,41.94505494505495
1833,1833,83,100,Random,1750,0,64.73928910765352,0.0,64.73928910765352
1834,1834,83,100,Random,2000,2486,798.0,456.0516744016413,341.9483255983587
1835,1835,83,100,Random,2250,2367,795.2454676515895,142.4188011001287,652.8266665514608
1836,1836,83,100,Random,2500,2500,800.0,800.0,0.0
1837,1837,83,100,Simultaneous,0,0,0.0,0.0,0.0
1838,1838,83,100,Simultaneous,250,0,9.290322580645164,0.0,9.290322580645164
1839,1839,83,100,Simultaneous,500,0,12.152380952380948,0.0,12.152380952380948
1840,1840,83,100,Simultaneous,750,2078,799.0,1.0,798.0
1841,1841,83,100,Simultaneous,1000,24,703.6623946749712,0.0,703.6623946749712
1842,1842,83,100,Simultaneous,1250,36,796.0,0.0,796.0
1843,1843,83,100,Simultaneous,1500,2155,799.0,6.650156739811912,792.3498432601881
1844,1844,83,100,Simultaneous,1750,2121,800.0,61.88120801331531,738.1187919866846
1845,1845,83,100,Simultaneous,2000,2086,800.0,164.48883538979914,635.5111646102009
1846,1846,83,100,Simultaneous,2250,1988,800.0,70.71395001490903,729.2860499850909
1847,1847,83,100,Simultaneous,2500,2500,800.0,800.0,0.0
1848,1848,84,100,Random,0,0,0.0,0.0,0.0
1849,1849,84,100,Random,250,2424,800.0,263.91063464652467,536.0893653534754
1850,1850,84,100,Random,500,2431,799.0,305.86505370382275,493.13494629617725
1851,1851,84,100,Random,750,2470,799.0,331.8847845922989,467.1152154077011
1852,1852,84,100,Random,1000,2471,797.0,305.65431028069446,491.34568971930554
1853,1853,84,100,Random,1250,2456,800.0,239.0922024010704,560.9077975989296
1854,1854,84,100,Random,1500,2439,800.0,216.49278368693524,583.5072163130648
1855,1855,84,100,Random,1750,2438,800.0,250.85327543094672,549.1467245690533
1856,1856,84,100,Random,2000,0,33.86335850686276,0.0,33.86335850686276
1857,1857,84,100,Random,2250,2428,761.0622547576166,253.70951728192543,507.35273747569124
1858,1858,84,100,Random,2500,2500,800.0,800.0,0.0
1859,1859,84,100,Simultaneous,0,0,0.0,0.0,0.0
1860,1860,84,100,Simultaneous,250,0,11.148387096774197,0.0,11.148387096774197
